visit_id,date,country,traffic_source,device_type,browser,page,session_duration_sec,pages_viewed,bounce,conversion
354,08-10-2025,Pakistan,Social Media,Mobile,Firefox,/home,1187,12,0,0
355,11-08-2025,Mexico,Referral,Desktop,Firefox,/,1728,11,1,0
356,23-02-2025,Netherlands,Organic Search,Desktop,Firefox,/contact,1275,10,0,1
357,27-02-2025,Japan,Organic Search,Desktop,Opera,/contact,1337,3,0,0
358,19-11-2025,Turkey,Email,Tablet,Edge,/pricing,1318,5,0,0
359,26-12-2025,Canada,Organic Search,Mobile,Edge,/products,1060,10,0,0
360,23-06-2025,UK,Social Media,Mobile,Safari,/home,1435,5,0,0
361,07-10-2025,UK,Social Media,Desktop,Chrome,/about,1393,9,0,0
362,24-04-2025,Canada,Paid Ads,Mobile,Safari,/,1093,11,1,1
363,15-10-2025,South Africa,Paid Ads,Desktop,Safari,/pricing,211,12,0,0
364,08-12-2025,Netherlands,Organic Search,Desktop,Safari,/products,771,10,0,0
365,31-05-2025,Mexico,Referral,Mobile,Safari,/login,883,11,0,1
366,07-05-2025,South Africa,Paid Ads,Mobile,Edge,/contact,590,4,1,0
367,04-06-2025,Brazil,Paid Ads,Mobile,Chrome,/,379,1,0,0
368,30-09-2025,UK,Social Media,Mobile,Safari,/login,542,10,0,1
369,14-04-2025,USA,Referral,Desktop,Edge,/home,1185,5,1,0
370,26-10-2025,Germany,Email,Mobile,Safari,/about,1135,1,0,1
371,03-09-2025,Netherlands,Organic Search,Mobile,Firefox,/blog,908,6,0,0
372,25-06-2025,USA,Paid Ads,Desktop,Safari,/blog,616,12,1,0
373,08-02-2025,Netherlands,Referral,Mobile,Safari,/products,1479,10,1,0
374,19-06-2025,UAE,Referral,Mobile,Opera,/about,882,10,0,0
375,04-09-2025,Netherlands,Organic Search,Mobile,Firefox,/,1262,7,0,0
376,26-01-2025,Mexico,Referral,Mobile,Chrome,/pricing,1158,1,1,0
377,21-12-2025,Canada,Referral,Mobile,Safari,/,779,10,0,0
378,02-11-2025,Canada,Referral,Desktop,Chrome,/about,843,4,1,0
379,13-01-2025,Japan,Paid Ads,Mobile,Firefox,/login,1008,9,0,0
380,12-11-2025,India,Organic Search,Desktop,Safari,/contact,947,13,0,0
381,09-11-2025,Spain,Referral,Desktop,Opera,/blog,245,1,0,1
382,05-02-2025,UK,Referral,Desktop,Edge,/products,171,9,1,0
383,22-06-2025,China,Paid Ads,Mobile,Opera,/home,563,8,1,0
384,20-01-2025,UK,Organic Search,Mobile,Opera,/,797,5,0,0
385,17-11-2025,Germany,Social Media,Desktop,Edge,/blog,1386,6,1,0
386,21-09-2025,Turkey,Paid Ads,Mobile,Edge,/pricing,1101,7,0,0
387,22-05-2025,Germany,Organic Search,Tablet,Edge,/products,1206,4,0,0
388,23-05-2025,Spain,Referral,Desktop,Safari,/home,1670,14,1,0
389,02-04-2025,Italy,Organic Search,Desktop,Chrome,/,1715,14,1,0
390,20-12-2025,Spain,Organic Search,Mobile,Chrome,/pricing,568,6,1,0
391,18-11-2025,Netherlands,Email,Desktop,Edge,/home,270,7,1,1
392,15-10-2025,Mexico,Organic Search,Mobile,Opera,/contact,226,11,0,1
393,03-08-2025,South Africa,Social Media,Desktop,Firefox,/blog,1157,6,0,0
394,08-12-2025,India,Organic Search,Mobile,Edge,/contact,814,11,1,0
395,20-02-2025,Australia,Social Media,Mobile,Opera,/blog,1195,13,0,1
396,02-06-2025,UK,Referral,Mobile,Opera,/pricing,210,12,0,0
397,05-07-2025,Indonesia,Social Media,Mobile,Safari,/login,1487,6,0,0
398,04-03-2025,Indonesia,Referral,Mobile,Safari,/contact,411,2,0,0
399,09-07-2025,France,Referral,Mobile,Chrome,/blog,1495,5,1,0
400,05-05-2025,Indonesia,Social Media,Mobile,Chrome,/products,284,3,0,0
401,30-05-2025,UK,Paid Ads,Desktop,Firefox,/pricing,215,7,1,0
402,10-11-2025,Brazil,Direct,Mobile,Firefox,/blog,1073,4,0,0
403,27-02-2025,UK,Organic Search,Desktop,Firefox,/,1306,1,0,0
404,08-12-2025,Australia,Email,Mobile,Firefox,/blog,1733,12,0,0
405,01-11-2025,South Africa,Direct,Desktop,Opera,/contact,876,12,0,0
406,29-06-2025,Turkey,Organic Search,Mobile,Opera,/products,102,6,0,0
407,19-06-2025,Japan,Organic Search,Desktop,Chrome,/home,1075,6,0,0
408,22-11-2025,Indonesia,Referral,Mobile,Safari,/login,1498,7,0,0
409,28-09-2025,Japan,Organic Search,Mobile,Safari,/home,388,11,0,0
410,23-02-2025,Canada,Email,Mobile,Edge,/blog,1140,8,0,0
411,11-04-2025,Japan,Organic Search,Mobile,Opera,/home,1361,3,0,1
412,21-09-2025,Netherlands,Social Media,Desktop,Firefox,/blog,74,14,0,1
413,22-02-2025,Indonesia,Direct,Mobile,Firefox,/products,374,6,0,0
414,01-03-2025,Pakistan,Social Media,Mobile,Edge,/home,830,10,1,0
415,18-04-2025,UAE,Email,Desktop,Safari,/contact,1517,2,0,0
416,05-01-2025,UAE,Organic Search,Tablet,Firefox,/contact,1680,13,1,0
417,13-04-2025,USA,Email,Desktop,Safari,/,1057,14,1,0
418,15-07-2025,Germany,Referral,Desktop,Edge,/blog,549,9,0,0
419,19-09-2025,Germany,Social Media,Tablet,Safari,/home,1095,2,1,0
420,31-12-2025,Pakistan,Social Media,Desktop,Safari,/contact,500,3,0,0
421,16-12-2025,China,Paid Ads,Tablet,Safari,/about,1306,12,1,0
422,16-02-2025,Saudi Arabia,Organic Search,Tablet,Firefox,/products,238,13,1,0
423,21-12-2025,France,Referral,Desktop,Chrome,/login,1053,10,0,0
424,07-11-2025,Pakistan,Social Media,Mobile,Opera,/products,12,12,0,0
425,04-11-2025,Mexico,Social Media,Desktop,Safari,/about,1454,12,0,0
426,24-05-2025,Mexico,Referral,Mobile,Safari,/about,1763,2,0,0
427,26-09-2025,Germany,Email,Desktop,Safari,/,920,9,0,0
428,04-05-2025,India,Email,Desktop,Chrome,/products,316,1,0,1
429,16-04-2025,Pakistan,Organic Search,Mobile,Edge,/products,441,5,0,0
430,07-06-2025,South Africa,Paid Ads,Mobile,Firefox,/home,145,1,0,0
431,27-05-2025,France,Social Media,Tablet,Chrome,/blog,524,5,1,0
432,25-05-2025,Mexico,Paid Ads,Mobile,Safari,/pricing,202,8,1,0
433,30-04-2025,Canada,Email,Mobile,Chrome,/login,1618,8,0,0
434,15-11-2025,Pakistan,Email,Mobile,Chrome,/products,1448,11,0,0
435,02-10-2025,Netherlands,Direct,Mobile,Chrome,/login,882,8,0,0
436,02-04-2025,Pakistan,Organic Search,Desktop,Edge,/login,1151,2,0,0
437,27-02-2025,France,Direct,Mobile,Opera,/login,675,8,1,0
438,12-12-2025,France,Direct,Tablet,Firefox,/products,218,12,0,0
439,17-08-2025,UK,Direct,Desktop,Edge,/pricing,961,5,0,0
440,27-04-2025,India,Organic Search,Mobile,Edge,/products,1067,1,1,0
441,14-11-2025,Turkey,Organic Search,Mobile,Opera,/home,658,7,1,0
442,06-10-2025,Brazil,Referral,Tablet,Edge,/home,1351,13,0,0
443,07-05-2025,Pakistan,Paid Ads,Mobile,Chrome,/pricing,129,6,0,0
444,09-05-2025,France,Paid Ads,Desktop,Chrome,/contact,636,5,0,0
445,27-02-2025,USA,Referral,Desktop,Safari,/products,534,1,0,0
446,02-05-2025,Spain,Referral,Desktop,Edge,/contact,1614,14,1,0
447,01-01-2025,South Africa,Email,Mobile,Safari,/login,778,14,0,0
448,27-08-2025,Spain,Direct,Desktop,Firefox,/products,1122,1,0,0
449,17-10-2025,South Africa,Referral,Mobile,Chrome,/blog,521,6,1,1
450,06-04-2025,France,Social Media,Desktop,Firefox,/products,56,10,1,1
451,06-05-2025,Spain,Paid Ads,Desktop,Opera,/home,781,12,1,1
452,28-04-2025,Germany,Referral,Mobile,Chrome,/,749,7,0,0
453,17-02-2025,Saudi Arabia,Social Media,Mobile,Firefox,/about,1725,10,0,0
454,30-03-2025,Canada,Social Media,Desktop,Opera,/,531,10,0,0
455,25-08-2025,Saudi Arabia,Social Media,Mobile,Firefox,/,1317,1,0,0
456,29-09-2025,Australia,Email,Mobile,Opera,/,1410,9,0,0
457,08-07-2025,Mexico,Email,Desktop,Opera,/about,1671,4,0,0
458,11-07-2025,Germany,Social Media,Desktop,Chrome,/contact,143,5,0,0
459,10-03-2025,UK,Email,Mobile,Safari,/about,1700,2,1,0
460,05-10-2025,Mexico,Direct,Mobile,Opera,/contact,257,14,0,0
461,15-12-2025,UAE,Social Media,Desktop,Opera,/about,1685,12,1,0
462,04-09-2025,South Africa,Direct,Mobile,Chrome,/about,1351,10,0,0
463,17-03-2025,China,Direct,Tablet,Safari,/products,445,13,1,0
464,03-06-2025,Canada,Social Media,Mobile,Edge,/contact,1209,8,0,0
465,24-05-2025,Japan,Paid Ads,Mobile,Edge,/products,695,14,1,0
466,27-03-2025,Mexico,Social Media,Mobile,Safari,/blog,595,2,0,0
467,04-07-2025,India,Social Media,Tablet,Firefox,/products,360,3,0,0
468,12-10-2025,Brazil,Email,Mobile,Chrome,/,152,12,1,0
469,08-08-2025,Brazil,Social Media,Mobile,Safari,/pricing,976,9,0,0
470,10-03-2025,Spain,Paid Ads,Mobile,Edge,/pricing,813,2,0,0
471,16-02-2025,Saudi Arabia,Email,Mobile,Opera,/home,1431,14,1,1
472,04-04-2025,Japan,Organic Search,Desktop,Edge,/home,1657,6,1,0
473,26-08-2025,Saudi Arabia,Organic Search,Mobile,Opera,/login,727,12,0,0
474,23-07-2025,Japan,Direct,Mobile,Chrome,/products,652,4,0,0
475,06-08-2025,Japan,Direct,Mobile,Opera,/about,1402,7,0,0
476,07-12-2025,USA,Paid Ads,Mobile,Safari,/about,510,14,0,0
477,08-02-2025,UK,Referral,Mobile,Opera,/pricing,1655,14,1,0
478,10-04-2025,UAE,Organic Search,Desktop,Firefox,/,379,6,0,0
479,16-10-2025,USA,Direct,Mobile,Safari,/contact,1612,10,0,0
480,11-09-2025,Brazil,Organic Search,Mobile,Chrome,/,1415,14,1,0
481,10-08-2025,South Africa,Paid Ads,Desktop,Safari,/login,1119,9,0,0
482,23-12-2025,China,Paid Ads,Desktop,Firefox,/,796,14,0,0
483,23-01-2025,Australia,Referral,Tablet,Chrome,/products,748,9,0,0
484,07-09-2025,UK,Referral,Desktop,Edge,/products,1493,10,0,0
485,10-01-2025,China,Email,Desktop,Firefox,/blog,959,4,0,0
486,03-09-2025,China,Paid Ads,Tablet,Chrome,/login,1358,1,0,1
487,21-11-2025,Saudi Arabia,Direct,Mobile,Opera,/,531,2,0,0
488,10-04-2025,Turkey,Organic Search,Mobile,Safari,/about,498,8,0,1
489,17-10-2025,Saudi Arabia,Social Media,Mobile,Chrome,/about,406,14,0,0
490,29-06-2025,Spain,Referral,Desktop,Safari,/login,905,10,0,0
491,11-08-2025,Indonesia,Social Media,Mobile,Opera,/,364,8,0,0
492,07-09-2025,France,Direct,Mobile,Chrome,/products,956,14,0,0
493,27-05-2025,Italy,Referral,Mobile,Edge,/products,297,2,0,0
494,06-04-2025,USA,Social Media,Mobile,Firefox,/blog,1492,4,0,0
495,14-09-2025,France,Direct,Mobile,Chrome,/blog,1657,1,0,0
496,21-11-2025,China,Organic Search,Mobile,Opera,/home,1007,7,0,1
497,04-01-2025,Spain,Direct,Mobile,Chrome,/login,545,4,1,0
498,16-01-2025,China,Email,Mobile,Safari,/pricing,1324,11,0,0
499,07-10-2025,Australia,Referral,Mobile,Chrome,/,860,14,1,0
500,02-12-2025,USA,Paid Ads,Mobile,Edge,/login,847,8,1,0
501,04-09-2025,Spain,Organic Search,Mobile,Chrome,/about,177,9,0,0
502,15-09-2025,Indonesia,Social Media,Mobile,Firefox,/,959,12,0,0
503,09-06-2025,Canada,Referral,Mobile,Chrome,/blog,630,9,1,0
504,06-12-2025,Saudi Arabia,Paid Ads,Mobile,Safari,/blog,437,3,0,0
505,01-06-2025,France,Direct,Mobile,Chrome,/home,1735,5,1,0
506,27-06-2025,Mexico,Paid Ads,Tablet,Edge,/pricing,499,6,0,0
507,12-06-2025,China,Referral,Mobile,Opera,/home,364,6,0,0
508,02-02-2025,Netherlands,Referral,Mobile,Chrome,/about,205,10,0,0
509,28-06-2025,Germany,Email,Mobile,Chrome,/pricing,554,8,0,1
510,11-04-2025,Australia,Email,Tablet,Firefox,/contact,726,6,0,0
511,25-09-2025,Mexico,Paid Ads,Mobile,Edge,/,833,6,0,0
512,19-11-2025,Turkey,Direct,Mobile,Opera,/home,941,4,1,0
513,06-03-2025,Indonesia,Paid Ads,Mobile,Safari,/blog,1727,7,1,0
514,17-06-2025,Pakistan,Referral,Mobile,Chrome,/home,1012,14,0,0
515,26-11-2025,Indonesia,Referral,Desktop,Opera,/contact,668,14,1,0
516,12-02-2025,Indonesia,Social Media,Mobile,Safari,/home,948,8,1,0
517,13-02-2025,Australia,Email,Tablet,Edge,/,789,3,1,0
518,12-10-2025,France,Social Media,Mobile,Edge,/contact,20,7,0,0
519,12-01-2025,France,Organic Search,Mobile,Opera,/login,1615,3,1,0
520,05-04-2025,China,Referral,Tablet,Safari,/login,1289,8,0,0
521,29-10-2025,Brazil,Social Media,Mobile,Edge,/login,405,1,0,0
522,10-09-2025,India,Paid Ads,Mobile,Opera,/blog,740,1,1,1
523,30-08-2025,Turkey,Email,Mobile,Edge,/blog,418,14,0,0
524,04-02-2025,UAE,Email,Mobile,Edge,/login,371,6,0,0
525,03-08-2025,Saudi Arabia,Direct,Desktop,Edge,/login,1292,10,1,0
526,03-12-2025,China,Paid Ads,Mobile,Firefox,/login,1036,9,0,0
527,31-03-2025,China,Direct,Mobile,Safari,/products,93,12,1,0
528,21-09-2025,Japan,Social Media,Mobile,Opera,/login,165,14,1,0
529,03-04-2025,UK,Organic Search,Mobile,Opera,/contact,1696,4,0,0
530,31-03-2025,Turkey,Paid Ads,Mobile,Safari,/products,1209,6,0,0
531,25-04-2025,South Africa,Paid Ads,Desktop,Safari,/products,716,12,1,0
532,15-04-2025,Canada,Paid Ads,Mobile,Safari,/,481,5,0,0
533,15-07-2025,Saudi Arabia,Direct,Desktop,Safari,/home,628,12,1,0
534,10-11-2025,Germany,Social Media,Mobile,Chrome,/blog,1457,1,1,1
535,24-04-2025,Germany,Paid Ads,Mobile,Opera,/blog,143,6,0,0
536,16-03-2025,Netherlands,Paid Ads,Mobile,Chrome,/home,797,9,0,0
537,05-08-2025,Japan,Email,Mobile,Edge,/blog,916,12,1,0
538,04-10-2025,Japan,Organic Search,Desktop,Edge,/home,873,3,0,0
539,06-09-2025,South Africa,Email,Desktop,Opera,/contact,1413,11,0,0
540,13-06-2025,Brazil,Email,Mobile,Edge,/,676,3,1,1
541,23-12-2025,Germany,Organic Search,Desktop,Safari,/login,286,14,1,0
542,11-07-2025,Italy,Social Media,Mobile,Chrome,/,1269,2,0,0
543,15-08-2025,China,Email,Desktop,Safari,/about,1785,13,0,0
544,26-06-2025,UK,Social Media,Mobile,Edge,/,891,4,0,0
545,09-04-2025,Spain,Email,Mobile,Chrome,/home,22,10,1,0
546,05-02-2025,UAE,Referral,Desktop,Safari,/about,351,3,1,0
547,06-04-2025,UK,Organic Search,Mobile,Opera,/home,44,12,1,0
548,01-06-2025,Australia,Email,Desktop,Safari,/login,568,2,0,0
549,31-05-2025,Brazil,Referral,Desktop,Edge,/pricing,1247,1,1,0
550,09-07-2025,Turkey,Direct,Mobile,Chrome,/about,1445,3,1,0
551,12-08-2025,Saudi Arabia,Referral,Mobile,Opera,/login,414,10,0,0
552,06-02-2025,China,Paid Ads,Mobile,Chrome,/login,1527,6,0,0
553,25-09-2025,South Africa,Email,Desktop,Opera,/blog,667,9,1,0
554,02-07-2025,Japan,Referral,Mobile,Chrome,/blog,168,11,0,0
555,13-01-2025,China,Social Media,Desktop,Edge,/pricing,965,5,0,0
556,06-10-2025,Netherlands,Direct,Desktop,Opera,/pricing,1670,3,0,0
557,05-08-2025,South Africa,Email,Mobile,Firefox,/,1143,14,0,0
558,21-12-2025,Mexico,Paid Ads,Mobile,Chrome,/login,558,5,0,1
559,27-12-2025,Mexico,Referral,Desktop,Chrome,/pricing,1559,5,0,0
560,13-10-2025,Italy,Direct,Mobile,Safari,/home,994,5,1,0
561,30-09-2025,Indonesia,Email,Desktop,Opera,/login,1380,12,1,0
562,03-03-2025,Netherlands,Direct,Mobile,Firefox,/products,1777,12,1,0
563,25-03-2025,Saudi Arabia,Paid Ads,Desktop,Edge,/home,1669,7,0,0
564,05-08-2025,Canada,Referral,Desktop,Safari,/about,288,5,1,0
565,08-12-2025,Pakistan,Direct,Mobile,Firefox,/pricing,488,7,1,0
566,06-07-2025,Saudi Arabia,Direct,Mobile,Opera,/blog,120,9,0,1
567,19-01-2025,Italy,Organic Search,Mobile,Firefox,/home,1669,5,0,0
568,26-06-2025,Japan,Direct,Desktop,Chrome,/blog,440,2,0,0
569,10-04-2025,Turkey,Organic Search,Desktop,Chrome,/home,551,5,1,0
570,21-08-2025,South Africa,Referral,Mobile,Safari,/blog,1148,8,0,1
571,17-03-2025,Spain,Email,Desktop,Opera,/contact,1123,12,1,1
572,22-09-2025,China,Email,Mobile,Opera,/home,1245,4,0,0
573,11-10-2025,Netherlands,Referral,Desktop,Firefox,/about,1583,2,0,0
574,25-07-2025,China,Referral,Mobile,Safari,/blog,1628,10,1,0
575,11-08-2025,Netherlands,Social Media,Mobile,Opera,/products,1572,3,0,0
576,21-02-2025,Pakistan,Referral,Desktop,Chrome,/about,1762,9,0,0
577,05-12-2025,Italy,Direct,Mobile,Firefox,/,369,9,1,1
578,24-05-2025,Australia,Email,Mobile,Edge,/home,1519,8,1,0
579,10-03-2025,Australia,Paid Ads,Desktop,Chrome,/products,381,8,0,0
580,09-04-2025,Spain,Email,Tablet,Safari,/,1248,8,0,0
581,25-01-2025,South Africa,Organic Search,Mobile,Opera,/home,1766,8,0,0
582,22-02-2025,UK,Email,Desktop,Chrome,/products,1048,8,1,0
583,31-05-2025,Turkey,Social Media,Mobile,Edge,/products,964,1,0,0
584,24-05-2025,Mexico,Referral,Desktop,Edge,/about,268,6,0,0
585,26-02-2025,South Africa,Referral,Mobile,Safari,/contact,787,12,0,0
586,08-02-2025,Turkey,Email,Mobile,Chrome,/products,1496,9,1,0
587,19-04-2025,Indonesia,Paid Ads,Mobile,Firefox,/contact,129,8,1,0
588,30-06-2025,Italy,Paid Ads,Tablet,Chrome,/pricing,985,3,1,0
589,11-02-2025,Spain,Social Media,Mobile,Edge,/about,922,11,0,1
590,05-07-2025,Australia,Organic Search,Mobile,Safari,/login,1161,1,1,0
591,11-08-2025,France,Email,Desktop,Safari,/blog,732,2,0,0
592,02-05-2025,USA,Referral,Mobile,Firefox,/about,532,11,0,0
593,13-05-2025,Canada,Email,Desktop,Safari,/,1721,2,1,0
594,12-06-2025,Indonesia,Social Media,Mobile,Safari,/blog,1678,7,0,0
595,03-08-2025,Pakistan,Direct,Mobile,Safari,/blog,334,12,0,0
596,09-08-2025,Italy,Direct,Desktop,Safari,/login,1353,6,1,0
597,23-08-2025,Turkey,Social Media,Desktop,Safari,/contact,1539,11,0,1
598,27-11-2025,France,Referral,Mobile,Edge,/login,1559,2,0,0
599,26-05-2025,Turkey,Social Media,Mobile,Chrome,/login,1083,8,0,0
600,27-08-2025,China,Referral,Mobile,Opera,/blog,1617,9,0,0
601,17-03-2025,Brazil,Paid Ads,Mobile,Safari,/products,78,7,1,1
602,09-01-2025,UAE,Social Media,Mobile,Opera,/contact,400,4,0,0
603,15-03-2025,China,Referral,Mobile,Opera,/blog,392,13,1,0
604,10-09-2025,USA,Social Media,Desktop,Edge,/contact,25,13,0,0
605,18-08-2025,Italy,Social Media,Desktop,Safari,/pricing,1472,1,0,0
606,07-01-2025,France,Referral,Mobile,Opera,/contact,855,4,0,0
607,23-06-2025,Canada,Referral,Mobile,Safari,/home,878,4,1,0
608,21-05-2025,USA,Organic Search,Desktop,Firefox,/products,577,8,0,0
609,17-06-2025,Germany,Social Media,Mobile,Firefox,/,1650,4,1,0
610,19-06-2025,China,Direct,Desktop,Firefox,/home,141,4,0,0
611,10-10-2025,Canada,Social Media,Mobile,Opera,/home,1593,13,1,0
612,02-05-2025,Brazil,Social Media,Mobile,Firefox,/login,1281,2,1,0
613,13-07-2025,UK,Referral,Mobile,Edge,/login,282,12,1,0
614,05-01-2025,Australia,Social Media,Mobile,Edge,/home,1656,10,1,0
615,29-01-2025,Brazil,Email,Desktop,Opera,/blog,1382,7,0,0
616,14-06-2025,Netherlands,Social Media,Tablet,Safari,/contact,493,4,1,0
617,05-12-2025,Pakistan,Email,Mobile,Chrome,/contact,559,11,0,0
618,16-05-2025,UK,Direct,Mobile,Safari,/about,366,6,0,0
619,31-12-2025,Japan,Referral,Mobile,Safari,/blog,1785,3,0,1
620,17-11-2025,UAE,Social Media,Mobile,Safari,/products,1351,7,0,1
621,08-12-2025,Spain,Email,Mobile,Safari,/blog,1666,6,0,0
622,25-05-2025,Japan,Email,Mobile,Chrome,/blog,1081,3,0,0
623,23-11-2025,Mexico,Email,Desktop,Firefox,/blog,1043,4,0,0
624,05-08-2025,Germany,Paid Ads,Desktop,Safari,/products,242,10,0,0
625,28-10-2025,Brazil,Organic Search,Mobile,Edge,/about,45,14,0,0
626,12-05-2025,Italy,Direct,Desktop,Opera,/products,422,5,1,0
627,19-10-2025,Saudi Arabia,Social Media,Mobile,Opera,/pricing,1495,9,1,0
628,11-03-2025,Netherlands,Paid Ads,Desktop,Edge,/about,1037,14,1,1
629,09-09-2025,Netherlands,Social Media,Mobile,Safari,/pricing,53,6,0,0
630,02-10-2025,UK,Social Media,Mobile,Chrome,/pricing,577,13,0,0
631,30-12-2025,Mexico,Referral,Tablet,Firefox,/pricing,1587,4,1,0
632,01-07-2025,Australia,Referral,Mobile,Opera,/contact,1288,11,1,0
633,16-06-2025,UAE,Referral,Mobile,Firefox,/home,749,11,1,0
634,01-04-2025,Indonesia,Paid Ads,Mobile,Chrome,/home,123,7,0,0
635,21-07-2025,India,Social Media,Mobile,Opera,/pricing,1782,2,0,0
636,12-12-2025,Indonesia,Organic Search,Desktop,Firefox,/pricing,406,4,1,0
637,19-01-2025,France,Direct,Tablet,Chrome,/,1207,5,0,0
638,08-02-2025,Germany,Referral,Mobile,Firefox,/login,1288,4,0,0
639,06-05-2025,Turkey,Referral,Mobile,Safari,/home,475,4,1,0
640,22-06-2025,Germany,Social Media,Desktop,Chrome,/login,1310,11,1,1
641,21-05-2025,Mexico,Social Media,Desktop,Firefox,/login,1497,13,0,0
642,30-08-2025,Brazil,Paid Ads,Mobile,Safari,/,856,9,0,0
643,08-08-2025,Canada,Paid Ads,Mobile,Safari,/login,511,14,1,0
644,06-05-2025,France,Referral,Desktop,Chrome,/about,450,11,0,0
645,27-02-2025,India,Social Media,Desktop,Edge,/,78,13,1,0
646,28-05-2025,China,Organic Search,Mobile,Opera,/login,1542,2,1,1
647,13-11-2025,Pakistan,Direct,Mobile,Chrome,/login,335,6,1,0
648,27-12-2025,Brazil,Social Media,Desktop,Safari,/blog,1775,14,1,0
649,01-01-2025,India,Social Media,Mobile,Safari,/login,76,8,0,0
650,14-12-2025,Netherlands,Email,Desktop,Chrome,/contact,313,8,0,0
651,09-07-2025,Germany,Paid Ads,Mobile,Edge,/about,981,11,0,0
652,10-07-2025,Spain,Direct,Mobile,Opera,/products,493,7,0,0
653,08-11-2025,Mexico,Referral,Desktop,Firefox,/home,938,10,0,0
654,27-04-2025,Saudi Arabia,Social Media,Mobile,Chrome,/pricing,1581,11,0,0
655,14-05-2025,Pakistan,Referral,Mobile,Opera,/login,1450,4,1,1
656,27-02-2025,Germany,Social Media,Mobile,Opera,/about,1192,7,0,0
657,13-02-2025,Netherlands,Referral,Desktop,Safari,/pricing,158,13,0,0
658,22-06-2025,Canada,Direct,Desktop,Firefox,/products,1060,10,0,0
659,09-06-2025,France,Paid Ads,Desktop,Chrome,/about,996,6,0,0
660,22-06-2025,UAE,Direct,Mobile,Safari,/home,593,11,0,0
661,13-11-2025,Mexico,Email,Mobile,Safari,/about,257,6,0,0
662,30-10-2025,Germany,Organic Search,Mobile,Edge,/pricing,1134,2,0,0
663,29-05-2025,UK,Paid Ads,Mobile,Opera,/pricing,711,8,1,0
664,21-03-2025,South Africa,Direct,Tablet,Chrome,/blog,105,8,1,0
665,01-08-2025,Indonesia,Email,Mobile,Chrome,/login,1417,14,1,0
666,22-07-2025,Indonesia,Organic Search,Desktop,Chrome,/,291,11,0,0
667,09-09-2025,Saudi Arabia,Email,Desktop,Safari,/about,331,7,0,0
668,17-08-2025,Netherlands,Social Media,Mobile,Edge,/pricing,1429,11,0,0
669,13-06-2025,Indonesia,Social Media,Desktop,Firefox,/contact,1311,9,0,0
670,15-08-2025,Spain,Referral,Desktop,Safari,/home,538,8,0,0
671,27-05-2025,Italy,Paid Ads,Mobile,Firefox,/contact,272,14,0,0
672,20-01-2025,India,Social Media,Mobile,Edge,/products,1652,9,1,0
673,16-02-2025,Germany,Email,Desktop,Opera,/about,589,9,0,0
674,21-08-2025,Indonesia,Paid Ads,Mobile,Chrome,/blog,1673,6,0,0
675,01-11-2025,UAE,Social Media,Mobile,Firefox,/home,1326,2,0,0
676,14-01-2025,Spain,Referral,Mobile,Safari,/blog,303,12,0,0
677,23-05-2025,Germany,Direct,Desktop,Firefox,/,1641,7,1,0
678,01-01-2025,Saudi Arabia,Referral,Desktop,Opera,/pricing,404,3,0,0
679,23-02-2025,USA,Organic Search,Mobile,Chrome,/login,522,13,0,0
680,16-09-2025,South Africa,Social Media,Mobile,Firefox,/home,930,7,0,0
681,24-05-2025,Mexico,Organic Search,Mobile,Opera,/products,819,9,0,0
682,12-01-2025,Saudi Arabia,Organic Search,Mobile,Safari,/login,1213,10,0,0
683,26-11-2025,Turkey,Email,Desktop,Edge,/about,929,14,1,0
684,12-08-2025,Australia,Paid Ads,Desktop,Safari,/,702,10,1,0
685,29-09-2025,Spain,Email,Mobile,Chrome,/,244,2,1,0
686,24-12-2025,USA,Social Media,Desktop,Safari,/blog,961,14,0,0
687,05-06-2025,Saudi Arabia,Organic Search,Desktop,Safari,/,1370,13,0,0
688,08-01-2025,India,Direct,Mobile,Safari,/home,1041,6,0,0
689,02-05-2025,Germany,Organic Search,Desktop,Safari,/blog,1476,13,1,0
690,14-12-2025,Mexico,Direct,Desktop,Chrome,/login,548,6,1,0
691,13-06-2025,UAE,Email,Mobile,Opera,/,829,9,1,0
692,31-03-2025,Turkey,Email,Desktop,Firefox,/about,1691,13,0,0
693,16-05-2025,Turkey,Paid Ads,Desktop,Edge,/login,1124,9,0,0
694,05-07-2025,India,Organic Search,Mobile,Firefox,/products,281,13,0,0
695,12-11-2025,Turkey,Referral,Mobile,Firefox,/about,1038,5,0,0
696,27-06-2025,Netherlands,Email,Desktop,Edge,/contact,1627,14,0,0
697,28-01-2025,Australia,Email,Mobile,Chrome,/home,1252,5,0,1
698,08-08-2025,Pakistan,Paid Ads,Mobile,Edge,/products,1151,9,1,0
699,23-12-2025,Japan,Direct,Mobile,Chrome,/products,602,8,0,0
700,10-02-2025,UAE,Paid Ads,Mobile,Firefox,/blog,985,7,0,0
701,16-08-2025,France,Organic Search,Mobile,Chrome,/pricing,1615,8,0,0
702,11-07-2025,Mexico,Social Media,Mobile,Opera,/blog,124,6,0,0
703,25-05-2025,Brazil,Social Media,Desktop,Edge,/home,272,3,1,0
704,20-07-2025,South Africa,Direct,Desktop,Opera,/home,1339,7,0,1
705,31-07-2025,Canada,Email,Mobile,Firefox,/blog,1687,8,0,0
706,08-08-2025,Spain,Direct,Mobile,Edge,/pricing,1455,8,1,0
707,28-08-2025,Australia,Email,Desktop,Firefox,/about,216,1,0,0
